lear,rear,Close/Open
0.13736056394868904,0.16666666666666666,0
0.1,0.0625,0
0.15877487169612264,0.1454463327083275,0
0.08304547985373997,0.11404288819045583,0
0.26424909878161656,0.2647058823529412,0
0.21797709276174362,0.20672455764868075,0
0.17857142857142858,0.1610311422417263,0
0.13303802104754786,0.14285714285714285,0
0.13840913308956665,0.14680505487867587,0
0.14990633779917228,0.18318582636182795,0
0.13003589567063362,0.14976761962286422,0
0.21832400154313186,0.2300894966542111,0
0.16666666666666666,0.2,0
0.3087053138358001,0.2679985157046388,0
0.0828236445561349,0.11694886282802262,0
0.07669649888473704,0.11504474832710555,0
0.1424940999758193,0.14088952518736514,0
0.29651742278276144,0.23971772826690166,0
0.2773500981126146,0.2978879006693419,0
0.11744404390294069,0.14285714285714285,0
0.0935674292327708,0.0997785157856609,0
0.27077984614370726,0.27315863133552454,0
0.2701716134791496,0.2476302782718243,0
0.07669649888473704,0.09090909090909091,0
0.07976786137435425,0.08687444855261388,0
0.17836636045283594,0.17942390907494218,0
0.14088952518736514,0.1610311422417263,0
0.125,0.15811388300841897,0
0.21029171299146662,0.20896918976428644,0
0.14776353114138543,0.11280879139710874,0
0.1,0.1,0
0.0997785157856609,0.06237828615518053,0
0.062017367294604234,0.06992581834412663,0
0.19376237877321473,0.19434542497880583,0
0.12475657231036107,0.17616606585441102,0
0.1871348584655416,0.19108411851099838,0
0.20495430626357874,0.22216356051417732,0
0.16609095970747995,0.15811388300841897,0
0.15617376188860607,0.10846522890932808,0
0.26839496454347644,0.2158132119814573,0
0.1290569415042095,0.1290569415042095,0
0.09375,0.1313548918227579,0
0.07124704998790965,0.10687057498186447,0
0.07544417382415922,0.10024476187834032,0
0.11319042549350511,0.13211933023663935,0
0.1422588984322123,0.06651901052377393,0
0.33748886365607417,0.3991140631426436,0
0.10908430022557032,0.19108411851099838,0
0.13333333333333333,0.15625,0
0.15625,0.1871348584655416,0
0.4975185951049946,0.3910769444375214,0
0.16666666666666666,0.14120226591665966,0
0.10687057498186447,0.06237828615518053,0
0.09553223410794555,0.11764705882352941,0
0.10397504898200727,0.0789110388751331,0
0.28719515360844206,0.24951314462072213,0
0.1424940999758193,0.11538461538461539,0
0.16236357547006,0.12475657231036107,0
0.2014892062837781,0.13680008439456687,0
0.11785113019775793,0.14976761962286422,0
0.12403473458920847,0.13303802104754786,0
0.0828236445561349,0.11704114719613058,0
0.16982439460189602,0.17720937725651292,0
0.15625,0.16873432387040174,0
0.14680505487867587,0.11694886282802262,0
0.17149858514250885,0.1909392984733437,0
0.14617633655117154,0.1683697744755178,0
0.22360679774997896,0.21374114996372895,0
0.17149858514250885,0.17857142857142858,0
0.21428571428571427,0.13333333333333333,0
0.13303802104754786,0.16244579145599145,0
0.2538470508005519,0.20744980245361244,0
0.1673955920972457,0.20495430626357874,0
0.25,0.2849881999516386,0
0.13736056394868904,0.1504142093990467,0
0.3325950526188697,0.29942473580817114,0
0.16666666666666666,0.16873432387040174,0
0.13216372009101796,0.12373686681784413,0
0.13333333333333333,0.10587026825995569,0
0.14776353114138543,0.17000510022951149,0
0.23333333333333334,0.1995570315713218,0
0.13996362561620168,0.13333333333333333,0
0.17410132141440463,0.17149858514250885,0
0.07051993113045067,0.08097763301789161,0
0.13418701814368228,0.12953194003770996,0
0.08320502943378437,0.12953194003770996,0
0.21280831802947608,0.28937365628272577,0
0.15384615384615385,0.10714285714285714,0
0.16580886821007096,0.15354006063958447,0
0.1481885791840135,0.12277225411497276,0
0.11504474832710555,0.0917746291205323,0
0.20495430626357874,0.1995570315713218,0
0.15384615384615385,0.15384615384615385,0
0.19257117688026187,0.16362712429686843,0
0.14120226591665966,0.14088952518736514,0
0.18927285376081912,0.1741490304492521,0
0.17845765256206242,0.13418701814368228,0
0.13157894736842105,0.1507917405258444,0
0.16760038078849773,0.21926450482675733,0
0.15594571538795132,0.16629752630943484,0
0.17811762496977412,0.16666666666666666,0
0.12475657231036107,0.08808303292720551,0
0.14976761962286422,0.1274733607767825,0
0.16641005886756874,0.17541160386140586,0
0.1520571842539411,0.13996362561620168,0
0.32297112073308687,0.3547621232692877,0
0.1152801484786006,0.15617376188860607,0
0.0935674292327708,0.1,0
0.25757719624612196,0.22530295452966648,0
0.1424940999758193,0.14120226591665966,0
0.09877295966495897,0.07976786137435425,0
0.18093070201573147,0.18569533817705186,0
0.16666666666666666,0.1610070165492395,0
0.24230824372846413,0.20370021093167764,0
0.2567615691736825,0.2727272727272727,0
0.12475657231036107,0.21081851067789198,0
0.1414213562373095,0.17114623584467778,0
0.15339299776947407,0.1629256914422996,0
0.19611613513818404,0.1535737792084878,0
0.16101915080209417,0.17151337906041017,0
0.31189143077590264,0.2800964052936168,0
0.12409754201362294,0.1610311422417263,0
0.09245003270420485,0.13418701814368228,0
0.15617376188860607,0.13996362561620168,0
0.13736056394868904,0.09912279006826347,0
0.20761369963434992,0.1358036190637778,0
0.13333333333333333,0.12403473458920847,0
0.19904543830521157,0.20604084592303354,0
0.16244579145599145,0.16244579145599145,0
0.21280831802947608,0.2388450959634127,0
0.19047619047619047,0.2403700850309326,0
0.43038914084102736,0.31405435355412825,0
0.1424940999758193,0.13303802104754786,0
0.16666666666666666,0.16629752630943484,0
0.125,0.16609095970747995,0
0.13211933023663935,0.12403473458920847,0
0.14874102932718242,0.13303802104754786,0
0.23076923076923078,0.18251407699364425,0
0.07529725221671335,0.1009301871590491,0
0.17091083136448731,0.17647058823529413,0
0.1871348584655416,0.1995570315713218,0
0.13003589567063362,0.16629752630943484,0
0.08687444855261388,0.10687057498186447,0
0.18428853505018536,0.1610070165492395,0
0.1871348584655416,0.19257117688026187,0
0.25,0.23281653683320877,0
0.15617376188860607,0.1253511827221071,0
0.14874102932718242,0.13333333333333333,0
0.0935674292327708,0.1414213562373095,0
0.31819805153394637,0.2647058823529412,0
0.21832400154313186,0.2660760420950957,0
0.10714285714285714,0.10606601717798213,0
0.15339299776947407,0.20138722990383806,0
0.22360679774997896,0.2532680517065271,0
0.19219615962682976,0.20495430626357874,0
0.05555555555555555,0.058823529411764705,0
0.16760038078849773,0.15617376188860607,0
0.13303802104754786,0.15090367347255543,0
